,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.21376544,1.1967043,-1.0838695,-1.3355228,1.394841,-0.29108673,0.35734537,-0.6224417,-0.94024897,0.5009448,1.2207233,0.50795996,0.48986876,-1.6915134,1.7980381,-0.40456516,-0.9547968,-1.8146814,-0.24559382,-1.4476669,1.1104643,-0.27581063,0.32270783,0.88267213,-0.16508615,-2.9045744,1.3776745,0.34091687,-2.025089,-0.5577486,0.08186593,0.54999936,1.9338285,0.24345636,-0.28807706,0.46876705,-1.9104863,-1.2213887,-1.3176646,0.16056332,0.41506675,-0.6707637,-1.2358834,0.93955076,0.8410273,-1.4711962,1.4358346,0.5033597,2.2099688,-0.29208338,-1.8857679,-0.86860013,-0.033972077,-1.1845185,1.0146858,0.2698884,-1.9316756,0.7063667,-0.44512692,-0.46734998,-1.3215507,-1.4083697,-1.2839181,-2.3219821,0.34631056,-2.0415087,-1.5929079,0.8552588,-0.26800546,-0.73955846,-1.6201901,0.38155994,-1.237817,-0.12931888,-2.507887,-1.2285388,0.49799958,0.16311383,-0.69113725,0.05437927,-0.49344152,-0.17186578,0.70119905,0.40752977,1.708016,0.7870152,1.0127866,-0.40534407,0.8679668,-0.92604274,0.4258119,1.0685622,0.9872726,0.41422707,2.0257058,-0.6240563,-1.9646289,-0.5784738,0.07041618,1.5305848,-0.31639546,-0.52594036,0.35546,-0.8046338,-0.9434803,-1.5271981,1.4211569,1.1197747,-0.3477119,-0.538588,-1.7307168,-0.7842117,-0.7182034,0.9739543,-0.6291037,1.4206371,2.132778,0.065759405,0.5581699,2.1431,-0.4080456,1.6811053,-0.08142716,0.6775184,0.76724654,-0.2821016,-1.0002477,1.1896253
1,-0.6002449,1.1947663,-0.3018258,-1.5159191,0.43773904,-0.7823676,1.2736101,-0.5400635,-1.060268,-1.0425963,2.061749,-0.18747042,0.40248394,-1.6423951,1.4117756,-0.4955101,-1.7519723,-0.2671598,0.097131446,-0.06259027,0.81037414,-0.48755267,0.34763682,-0.04143551,-0.6960338,-0.5463908,0.6174848,-1.0710589,-1.7756102,0.85621935,-0.33331564,0.44514018,1.7336273,0.1475505,-0.7853015,0.7017377,-0.124324426,-1.315529,-0.97168976,-0.09128061,0.97598994,-0.56373805,-1.0479271,0.593166,-0.59647286,-0.5223621,0.79991204,0.057628036,0.62872565,0.49476203,-0.74028385,-0.609125,0.89446026,-0.91374654,0.8465081,-0.7002982,-1.4838687,0.6497887,0.7033842,-0.66877073,-0.8250152,-1.551702,-0.47673967,-1.6880137,0.6181874,-1.3066174,-1.013168,0.08120972,0.016941156,0.46483853,-0.35417077,-0.56756604,-0.3650482,-0.35125422,-2.4196706,-0.098914355,-0.08887504,0.38946173,-0.6854483,-0.042630374,-0.2155829,0.06822793,-0.9822392,0.46358055,2.761717,1.0436901,-0.40808055,0.85096556,0.2645053,0.47338006,0.85869616,0.8891349,1.0833039,0.6831214,-0.9197931,0.3099695,-0.38678825,-0.2222864,-0.72800887,-0.36361155,-0.36199784,-2.145057,2.205369,-0.6077641,-1.6127157,-0.8916322,1.1513726,1.6872767,-0.117442235,1.1189318,-1.2703801,-0.6800782,0.2671355,0.9136787,0.5787671,-0.2568816,1.1131219,-1.6418658,1.7845981,1.8685275,-0.04881698,0.45815656,-0.95290077,0.13510413,-0.18583888,-0.3225836,-0.54966426,1.3916317
2,0.26871753,-1.4683646,-0.856245,-0.7841839,0.028760118,-1.3341877,0.3854233,0.50883317,1.5427225,0.4193422,-0.275621,-0.44508067,0.615852,0.09668477,-1.5688689,-0.25056127,-1.3110778,0.8475763,0.16006637,-0.9066281,2.2367077,-0.7756457,-0.50521475,-0.5563533,1.3720781,0.8501192,0.6685637,-0.92951953,0.7631174,1.3377234,-0.46848294,2.2193792,0.58664995,0.09249925,-0.5449666,-0.4435189,-2.4135072,0.11512336,-2.4810174,0.20236047,-0.13727702,0.723615,1.1622796,1.052156,-1.0736207,0.07947458,-0.1453465,0.4396842,-1.6885254,-0.44610316,-1.2205209,0.1517914,-0.6889805,0.15449396,0.54074335,-1.2818433,0.33406353,0.5036504,0.26040745,-1.3191661,-1.8273005,0.38378096,-0.98656374,0.075506225,0.6317782,-0.86400014,-1.2274305,0.26863253,0.73364675,-2.2042477,0.26523906,-0.85469294,-1.0314041,0.30231208,-1.5183154,-0.4826148,0.23726788,-1.1899117,-0.28262076,-2.0512269,1.8382335,-1.074054,-0.76848894,-0.7785829,1.0951891,-1.053591,-1.1409338,0.21022706,-0.015649155,1.5340015,0.012846254,-0.08880875,0.42472172,0.2409195,-1.2115993,2.310351,-0.43957824,0.26585644,-0.10596884,-1.1992453,-0.08293346,-1.3222101,1.9118975,-2.0908458,-1.7585137,-0.13203841,-0.1151133,0.60255027,0.24213287,-0.4761141,1.3758166,-0.79786557,-0.46842483,0.68709713,1.6406873,0.0018570125,0.95916414,-0.99557173,1.2593788,0.6047078,1.2486147,1.1896994,-2.067754,0.6545898,0.44189638,0.16391468,-0.30992708,-0.0575295
3,1.6164699,1.6160362,-0.80931157,-1.8371404,-0.5453627,0.73790944,1.3323021,0.48859346,0.4922711,-1.0138601,1.0670573,-0.8763989,-1.194755,-0.89425313,-0.45786622,-0.2426696,-2.5098438,0.33812344,0.45235452,-0.6708305,1.2637937,0.38949838,0.8465177,-1.4717252,0.041529953,-0.54032815,-1.1078408,-1.0141224,-0.81930405,1.009275,-1.3804319,0.9720306,1.3324871,0.86600846,-0.6976816,1.0876989,-1.2050594,0.37294853,-0.96985155,-1.3894773,2.2274148,0.006598668,-0.5130166,-0.76113707,0.08783106,0.15786456,1.6643617,0.43808663,-1.0427215,0.6658114,-0.14261392,0.07067501,1.4200699,-0.8001067,0.4728504,-0.62476444,-3.2178829,1.0771557,2.0403686,0.06525346,0.24749199,-0.92127955,-1.5601643,-0.7805614,2.7079434,-1.6420364,-0.91665006,0.8902806,0.86651474,-0.5649762,-0.44023633,-0.55124867,-1.3928946,-0.65933716,-2.7510023,0.46392488,-0.081767164,0.23288153,0.9282324,-1.1645945,0.89230883,-0.19772486,0.8494989,-0.44224253,1.4756941,-1.1497794,0.9373406,0.5481917,1.225063,-0.4478886,-0.5289961,1.3265734,0.7159496,0.756226,-0.46801823,-0.33780482,-1.092665,-1.1678215,-0.26164848,1.5683068,-0.2483574,-1.3360603,0.047756743,-0.0064011216,-3.279418,0.8706208,1.5766201,1.6323884,-0.9971194,1.2425479,-0.7192182,0.110598825,-0.8241246,0.9706356,0.40603188,0.047645174,0.6767652,-1.516571,1.0448229,0.71770734,0.200766,2.3429363,-0.68514705,1.6016929,0.071981646,-0.2962253,0.005287947,0.5407954
4,0.28917488,1.0978491,-0.78483105,-1.211922,-0.828378,0.38817856,1.7492257,0.12801802,0.8421033,-1.1825411,0.76024115,-0.07022018,0.36403662,-1.1186135,1.4758245,-0.52299124,-2.9774754,0.37598288,-0.9353621,0.19349638,0.91743755,-0.10940589,0.18710205,-0.0037082173,0.06060347,0.25198853,1.4870371,-1.5572355,-0.42571837,-0.11198413,-0.49909976,1.5465081,1.1323438,-0.10568118,-0.28404367,-0.73294675,-1.9761678,-1.3502984,-0.76475066,0.4201158,1.6031698,-0.83298707,0.48447144,-0.08330795,0.25744548,-0.38727647,1.2493846,-2.043104,0.32181722,-0.3448323,-1.5172756,-0.6904415,0.9920521,-0.78668135,1.0320262,-0.7205958,-2.3149145,0.8849305,0.8308224,-0.65027124,-0.07961206,-0.8885009,-0.4516698,-2.3487747,0.46055397,-1.2034589,-0.51454514,0.9672654,0.64610726,-1.2957435,-1.327952,0.76321733,-0.20289186,-0.56138337,-3.1074758,-0.78030986,-0.56109315,-0.9213933,-0.06377392,-0.87782747,1.152519,-0.61977696,-0.31720644,0.1324869,2.256746,-1.6697265,-0.25720313,0.1834176,0.9973718,-0.22632556,-0.5334305,-0.68249404,0.06895667,0.5310202,-1.7416366,0.11131596,-1.5848062,0.76862013,1.0452008,-0.20554113,-0.046764676,-1.971941,1.7263391,0.828952,-1.1108975,0.1502328,0.75362104,1.8738309,-1.7839185,1.3241127,1.3360362,0.32673037,0.49757758,-0.18760408,0.13446437,0.78425694,0.43889666,-1.0076319,1.7854462,1.1056116,1.0338085,1.6049528,-0.7063084,1.7306365,-1.0084028,0.091997094,-1.3331116,0.94290745
5,-0.36871558,1.1220102,-0.45061237,0.44840237,1.0839977,-1.1041318,1.0625606,-0.6116602,-0.037096903,-0.6616578,1.150475,-1.4196469,0.022073843,-0.58052427,0.5744873,-0.10700052,-1.6879135,-1.3613828,-1.428459,0.5461349,2.0181665,0.20420915,0.6184452,0.3922533,0.45933035,-0.6388552,0.013426727,-0.4842099,-0.112529546,0.40792114,0.5913936,-0.39628088,1.655664,0.89284515,-1.5373803,1.3375618,-1.5960698,-1.4108676,-1.4696708,-0.84646845,0.3290828,0.15962194,-0.32698166,0.310408,-0.31828052,0.044763897,0.99428916,1.0296186,-1.0016211,0.3174048,-0.20752369,-0.6652923,-0.21016517,-0.79896504,0.2300884,-0.74881244,-0.59928125,1.3000721,1.0129588,-0.34838304,-1.6838943,-1.0408852,-1.4940989,-1.2154846,0.5047916,-2.2117832,-1.6039584,0.1924176,-0.63463783,-0.32020062,-0.0685534,-1.024237,-1.0755407,0.31828928,-3.1799097,0.9076703,1.3826699,0.6206268,-0.18169373,-0.11472553,-0.3065703,-0.3324149,0.679979,0.00066408515,2.2113101,0.3025327,1.0405133,0.58123004,0.6029185,-1.1851082,1.1300972,1.7682133,1.5301895,1.257661,-0.55850106,-0.37283048,-1.7687962,-0.6111775,-0.96890527,-0.43019727,-0.5258449,-1.3117055,0.69064385,-1.2906669,-1.7066524,-1.6357175,1.5684935,0.7264857,-0.07277241,1.0660629,-1.4047157,-0.777183,0.4644273,1.045825,0.7942908,0.4253948,2.2244158,-1.0656303,0.56258845,1.8553935,0.8191214,1.475157,-0.747124,0.35078672,0.94270337,-0.8887045,0.1529341,1.3655697
6,0.4807042,1.7374328,-1.3574995,-0.7250333,-0.020630773,-1.3063836,0.30292937,-0.4176624,0.33093026,-0.91872936,1.9215472,-0.8493946,0.7959265,-0.43073672,1.1120954,0.85405236,-2.047242,0.32349515,-0.7240858,0.83059716,0.5380136,1.7503984,-0.045237932,1.1794438,0.3108094,0.057183377,0.5493094,-1.0415989,-0.53188527,0.65316683,-0.64888084,0.17521356,0.2535145,1.7977105,-0.8437054,2.7294402,-0.9798858,-0.530974,-1.3303359,0.5736518,1.7001626,0.04152645,1.2425488,-0.13167675,0.5126547,-0.19276863,2.2593076,-1.2479129,0.40035325,0.12191317,-1.4677659,-0.32419512,0.07417203,-0.78368,-0.9298548,-0.48943263,-1.852222,0.93835807,1.9774674,0.06524246,-0.11122772,0.61601967,-1.7993668,-1.4170108,1.8340778,-1.2656384,-0.2711315,0.3856566,-0.08965164,-0.7628981,0.28258154,-0.080085054,0.20793146,-0.09653592,-2.3319612,-0.28222263,0.45933452,-0.8096464,-0.4766172,-1.2632521,0.6438909,-0.45732352,0.3668082,1.8108087,2.3117797,0.30951416,0.40136874,1.7508256,1.2651463,-0.614408,0.6446515,1.8698158,1.9524705,0.27880073,-0.9921702,0.2532716,-1.0348494,-0.4982103,0.28661197,1.0621917,-0.20095573,-1.5330479,0.7375543,-1.5690233,-1.1392863,-0.5473984,1.2778115,2.9241834,-0.97559,0.43709257,1.1312886,-0.6766169,0.66802394,1.4923327,1.2927748,-0.11981866,1.1773192,-0.16896617,1.9813795,2.347272,0.7968078,1.4593419,-1.2737837,0.02938773,0.20003368,-0.73845804,0.33929807,-0.10482164
7,-0.32253262,0.3635395,-0.58565336,-1.465591,-0.33815122,-0.54112023,0.9407668,-0.72143203,0.34166804,-1.1768814,0.17296097,-0.34944206,0.054354616,0.86780787,0.13556647,0.30133086,-1.5829233,-0.21825713,-0.26976463,0.42164114,1.8412316,0.44428498,-0.46885693,-0.33617476,0.8384686,0.10968457,1.116113,-2.473918,-0.66216105,0.87275845,0.19842727,1.1371988,1.1678814,1.2574738,-1.5109426,1.1726092,-1.4378109,-1.6121515,-1.6878345,-0.4309816,0.4008644,-0.1339466,-0.37882522,0.12298967,0.017628757,-0.88375527,0.16916656,0.4994122,-0.2558971,0.4417935,-0.5327193,-0.48263592,-0.1697753,-1.2472703,0.4294729,-2.0053124,-1.0432231,0.6638952,0.7139063,-1.1431285,-1.406129,-0.44331288,-1.472293,-0.6277525,0.844943,-1.4091657,-0.5111831,-0.1768169,-0.40315592,-0.2748418,0.88024354,-0.77494204,0.06323719,-0.30907118,-1.6904081,-0.8985153,0.86484325,-0.6795218,-0.42796177,-0.90637773,-0.5991433,0.18150555,-0.46586025,0.9330049,2.5520666,1.253025,-0.17010796,0.05731961,0.40677246,0.26663965,0.8256774,1.2726493,1.1892881,0.4814848,-1.0296429,1.3753479,-0.39857104,0.952213,-0.30033863,-0.02362762,0.059960425,-1.471926,1.7020934,-1.3919997,-1.9590989,-1.2357906,0.37065157,2.5209634,-0.6339069,0.33233234,-0.785747,-0.73866284,1.10483,0.4970349,1.4466659,0.039152317,1.991062,-0.36997148,0.5648023,1.1634331,1.3862858,0.9281782,-1.0022933,0.101679295,0.37250036,-0.93163604,-0.9549259,0.9780201
8,-0.49380204,-0.09261931,-1.7068896,-0.9377035,-0.080269836,0.031130603,0.26461825,-0.7456276,0.024041671,-0.6388372,1.0270122,-1.349669,-0.117923625,-1.1715004,1.9265841,-0.8608979,-1.3952585,0.29681516,-0.6431485,-0.31544855,2.1858773,-0.48676243,-0.090527475,0.18428048,0.5947322,0.84187996,0.9413438,-1.8662792,0.10768877,0.74829286,0.0285444,1.0547994,1.6325811,0.773577,0.0045403214,1.7566701,-2.403373,-1.0386494,-2.2345552,-0.48748115,1.6629038,-0.6250095,0.13325143,0.41937762,0.106040165,-0.5544647,1.8985798,0.11242115,-0.20625754,-0.92237973,-0.684622,-0.95448804,-0.34326133,-0.687883,0.9254667,-0.42982405,-1.1895747,0.9476631,1.1309942,-1.6909044,-0.8744587,-1.3623737,-0.50923336,-1.0171534,0.7982793,-1.6066693,-1.2493241,-0.57102245,0.21927896,-0.747651,0.8871275,-1.650566,-0.40919796,-0.33265197,-1.9830662,-0.93002194,0.9053198,-0.44750592,-1.078254,-0.011348978,0.026391458,-0.659127,-0.28966108,1.1646289,2.6927094,0.6748608,-0.09850885,0.6479449,1.3459238,-0.72779244,0.39180398,0.7114297,1.2662696,1.3140141,-1.2808566,0.8769046,-0.5535111,-0.28699875,-0.5962735,0.28966188,-0.8292238,-1.7950459,2.156856,0.53450876,-1.184367,-1.0447495,1.2550254,1.9963223,0.7655218,1.3424053,-0.7459366,-1.0666703,-0.14895861,1.4924738,0.73826015,-1.0428325,1.5214372,-0.8843285,1.592493,0.52851737,1.1066409,2.0275226,-0.7260239,0.41588584,-0.70115066,0.5366666,-0.21848631,0.99803686
9,-0.14253265,-0.48530585,-1.3747159,-0.2258397,0.9401454,0.33993897,1.0803773,0.034283288,0.13090691,-0.28117037,1.2194103,-0.5012984,0.42782062,-0.8026583,1.1046743,-0.13211969,-2.1149075,0.3321793,-0.2233212,0.6119864,1.2843097,0.65392274,-0.063815236,-0.6356047,-0.79517365,-1.0666807,0.42151538,-1.3662891,-0.1553711,1.3093977,0.1436396,0.5671465,1.9784348,0.5861562,-0.45476183,0.039711323,-2.1225991,-0.079131745,-1.2515936,-1.6827506,1.7506304,-0.6543823,-1.6046937,-0.7690343,0.07962758,-2.0885983,1.5133942,-0.44160858,1.0524864,-0.060619794,-0.6631375,-1.3532296,0.1679394,-1.7254313,0.5698125,-1.2739717,-0.7690919,0.9979317,0.30895764,-0.956166,-1.1641966,-0.4180143,-1.0494106,-1.3200191,0.58713275,-1.4994928,0.011987045,0.38348997,0.24437848,0.2050622,0.21049058,-1.5526414,-1.2937517,0.41626436,-1.7657329,-0.5490303,0.34715158,-0.22757883,-0.44877002,0.50965655,-0.22506002,-1.0610738,0.5724002,0.01709182,2.1705654,1.321981,0.7300297,1.674995,0.68555224,-0.91685027,0.5550837,1.4700881,0.28994417,1.2006856,-0.36016786,-0.9861576,-1.0459453,-0.38739258,-0.04919337,0.4562899,-1.3444875,-0.8936966,0.5350872,-0.39740917,-0.06389929,-0.028224176,2.5770278,0.3026088,-0.06447387,1.7404584,-1.0577515,0.054055363,-1.666256,0.44607142,-0.082258545,-0.6702653,1.0975928,-1.0973154,0.42715922,0.6550179,0.028008476,3.0004466,-0.7131985,0.86317146,0.50826573,-0.1261586,-1.892774,1.4661977
